ExperimentName,Subject,Session,Clock.Information,DataFile.Basename,Display.RefreshRate,ExperimentVersion,Group,Initials,RandomSeed,RuntimeCapabilities,RuntimeVersion,RuntimeVersionExpected,SessionDate,SessionStartDateTimeUtc,SessionTime,StudioVersion,Block,AnsAbility.RESP,AnsAbility.RT,AnsAbility.RTTime,AnsHonest.RESP,AnsHonest.RT,AnsHonest.RTTime,Attribute1,BlockList,BlockList.Cycle,BlockList.Sample,NumberRecall1.ACC,NumberRecall1.CRESP,NumberRecall1.DurationError,NumberRecall1.OnsetDelay,NumberRecall1.OnsetTime,NumberRecall1.RESP,NumberRecall1.RT,NumberRecall1.RTTime,PANASnext.RT,PANASnext.RTTime,Procedure[Block],RMEStim1.ACC,RMEStim1.CRESP,RMEStim1.DurationError,RMEStim1.OnsetDelay,RMEStim1.OnsetTime,RMEStim1.RESP,RMEStim1.RT,RMEStim1.RTTime,Running[Block],Slide2.ACC,Slide2.CRESP,Slide2.DurationError,Slide2.OnsetDelay,Slide2.OnsetTime,Slide2.RESP,Slide2.RT,Slide2.RTTime,STAInext.RT,STAInext.RTTime,Trial,colordiscrim,colordiscrim.Cycle,colordiscrim.Sample,colortask.ACC,colortask.CRESP,colortask.DurationError,colortask.OnsetDelay,colortask.OnsetTime,colortask.RESP,colortask.RT,colortask.RTTime,CorrectAnswer,correctanswernum,filename,NumberRecall.ACC,NumberRecall.CRESP,NumberRecall.DurationError,NumberRecall.OnsetDelay,NumberRecall.OnsetTime,NumberRecall.RESP,NumberRecall.RT,NumberRecall.RTTime,Numbers,NumRecall,PANASQuestions,PANASQuestions.Cycle,PANASQuestions.Sample,PANASStim.RESP,PANASStim.RT,PANASStim.RTTime,Procedure[Trial],RMEStim.ACC,RMEStim.CRESP,RMEStim.DurationError,RMEStim.OnsetDelay,RMEStim.OnsetTime,RMEStim.RESP,RMEStim.RT,RMEStim.RTTime,RMETrialList,RMETrialList.Cycle,RMETrialList.Sample,Running[Trial],STAIQuestions,STAIQuestions.Cycle,STAIQuestions.Sample,STAIStim.RESP,STAIStim.RT,STAIStim.RTTime
RMEBPD Clinical Cog Load (2.13,2898,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-12-05T19:18:40Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2922978</Frequency><Timestamp dt:dt=""r8"">746266531998</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-12-05T19:18:40Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",RMEBPD Clinical Cog Load (2.13-2898-1,60.007,1.0.0.401,1,IC,-1057193573,Professional,2.0.10.353,2.0.10.353,12/5/2017,12/5/2017 19:18,14:18:40,2.0.10.248,1,,,,,,,?,1,1,1,,,,,,,,,,,STAI,,,,,,,,,BlockList,,,,,,,,,2018,879184,11,,,,,,,,,,,,,,STAI11.bmp,,,,,,,,,,,,,,,,,STAIProc,,,,,,,,,,,,STAIQuestions,11,1,11,1,2022,950863
RMEBPD Clinical Cog Load (2.13,2898,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-12-05T19:18:40Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2922978</Frequency><Timestamp dt:dt=""r8"">746266531998</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-12-05T19:18:40Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",RMEBPD Clinical Cog Load (2.13-2898-1,60.007,1.0.0.401,1,IC,-1057193573,Professional,2.0.10.353,2.0.10.353,12/5/2017,12/5/2017 19:18,14:18:40,2.0.10.248,1,,,,,,,?,1,1,1,,,,,,,,,,,STAI,,,,,,,,,BlockList,,,,,,,,,2018,879184,12,,,,,,,,,,,,,,STAI12.bmp,,,,,,,,,,,,,,,,,STAIProc,,,,,,,,,,,,STAIQuestions,12,1,12,4,1869,952893
RMEBPD Clinical Cog Load (2.13,2898,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-12-05T19:18:40Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2922978</Frequency><Timestamp dt:dt=""r8"">746266531998</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-12-05T19:18:40Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",RMEBPD Clinical Cog Load (2.13-2898-1,60.007,1.0.0.401,1,IC,-1057193573,Professional,2.0.10.353,2.0.10.353,12/5/2017,12/5/2017 19:18,14:18:40,2.0.10.248,1,,,,,,,?,1,1,1,,,,,,,,,,,STAI,,,,,,,,,BlockList,,,,,,,,,2018,879184,13,,,,,,,,,,,,,,STAI13.bmp,,,,,,,,,,,,,,,,,STAIProc,,,,,,,,,,,,STAIQuestions,13,1,13,2,3220,956344
RMEBPD Clinical Cog Load (2.13,2898,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-12-05T19:18:40Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2922978</Frequency><Timestamp dt:dt=""r8"">746266531998</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-12-05T19:18:40Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",RMEBPD Clinical Cog Load (2.13-2898-1,60.007,1.0.0.401,1,IC,-1057193573,Professional,2.0.10.353,2.0.10.353,12/5/2017,12/5/2017 19:18,14:18:40,2.0.10.248,1,,,,,,,?,1,1,1,,,,,,,,,,,STAI,,,,,,,,,BlockList,,,,,,,,,2018,879184,14,,,,,,,,,,,,,,STAI14.bmp,,,,,,,,,,,,,,,,,STAIProc,,,,,,,,,,,,STAIQuestions,14,1,14,3,21759,978349
RMEBPD Clinical Cog Load (2.13,2898,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-12-05T19:18:40Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2922978</Frequency><Timestamp dt:dt=""r8"">746266531998</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-12-05T19:18:40Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",RMEBPD Clinical Cog Load (2.13-2898-1,60.007,1.0.0.401,1,IC,-1057193573,Professional,2.0.10.353,2.0.10.353,12/5/2017,12/5/2017 19:18,14:18:40,2.0.10.248,1,,,,,,,?,1,1,1,,,,,,,,,,,STAI,,,,,,,,,BlockList,,,,,,,,,2018,879184,15,,,,,,,,,,,,,,STAI15.bmp,,,,,,,,,,,,,,,,,STAIProc,,,,,,,,,,,,STAIQuestions,15,1,15,1,1501,980089
RMEBPD Clinical Cog Load (2.13,2898,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-12-05T19:18:40Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2922978</Frequency><Timestamp dt:dt=""r8"">746266531998</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-12-05T19:18:40Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",RMEBPD Clinical Cog Load (2.13-2898-1,60.007,1.0.0.401,1,IC,-1057193573,Professional,2.0.10.353,2.0.10.353,12/5/2017,12/5/2017 19:18,14:18:40,2.0.10.248,1,,,,,,,?,1,1,1,,,,,,,,,,,STAI,,,,,,,,,BlockList,,,,,,,,,2018,879184,16,,,,,,,,,,,,,,STAI16.bmp,,,,,,,,,,,,,,,,,STAIProc,,,,,,,,,,,,STAIQuestions,16,1,16,2,4473,984778
RMEBPD Clinical Cog Load (2.13,2898,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-12-05T19:18:40Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2922978</Frequency><Timestamp dt:dt=""r8"">746266531998</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-12-05T19:18:40Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",RMEBPD Clinical Cog Load (2.13-2898-1,60.007,1.0.0.401,1,IC,-1057193573,Professional,2.0.10.353,2.0.10.353,12/5/2017,12/5/2017 19:18,14:18:40,2.0.10.248,1,,,,,,,?,1,1,1,,,,,,,,,,,STAI,,,,,,,,,BlockList,,,,,,,,,2018,879184,17,,,,,,,,,,,,,,STAI17.bmp,,,,,,,,,,,,,,,,,STAIProc,,,,,,,,,,,,STAIQuestions,17,1,17,1,1144,986115
RMEBPD Clinical Cog Load (2.13,2898,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-12-05T19:18:40Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2922978</Frequency><Timestamp dt:dt=""r8"">746266531998</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-12-05T19:18:40Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",RMEBPD Clinical Cog Load (2.13-2898-1,60.007,1.0.0.401,1,IC,-1057193573,Professional,2.0.10.353,2.0.10.353,12/5/2017,12/5/2017 19:18,14:18:40,2.0.10.248,1,,,,,,,?,1,1,1,,,,,,,,,,,STAI,,,,,,,,,BlockList,,,,,,,,,2018,879184,18,,,,,,,,,,,,,,STAI18.bmp,,,,,,,,,,,,,,,,,STAIProc,,,,,,,,,,,,STAIQuestions,18,1,18,1,23392,1009729
RMEBPD Clinical Cog Load (2.13,2898,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-12-05T19:18:40Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2922978</Frequency><Timestamp dt:dt=""r8"">746266531998</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-12-05T19:18:40Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",RMEBPD Clinical Cog Load (2.13-2898-1,60.007,1.0.0.401,1,IC,-1057193573,Professional,2.0.10.353,2.0.10.353,12/5/2017,12/5/2017 19:18,14:18:40,2.0.10.248,1,,,,,,,?,1,1,1,,,,,,,,,,,STAI,,,,,,,,,BlockList,,,,,,,,,2018,879184,19,,,,,,,,,,,,,,STAI19.bmp,,,,,,,,,,,,,,,,,STAIProc,,,,,,,,,,,,STAIQuestions,19,1,19,1,1388,1011273
RMEBPD Clinical Cog Load (2.13,2898,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-12-05T19:18:40Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2922978</Frequency><Timestamp dt:dt=""r8"">746266531998</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-12-05T19:18:40Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",RMEBPD Clinical Cog Load (2.13-2898-1,60.007,1.0.0.401,1,IC,-1057193573,Professional,2.0.10.353,2.0.10.353,12/5/2017,12/5/2017 19:18,14:18:40,2.0.10.248,1,,,,,,,?,1,1,1,,,,,,,,,,,STAI,,,,,,,,,BlockList,,,,,,,,,2018,879184,20,,,,,,,,,,,,,,STAI20.bmp,,,,,,,,,,,,,,,,,STAIProc,,,,,,,,,,,,STAIQuestions,20,1,20,1,631,1012066
RMEBPD Clinical Cog Load (2.13,2898,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-12-05T19:18:40Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2922978</Frequency><Timestamp dt:dt=""r8"">746266531998</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-12-05T19:18:40Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",RMEBPD Clinical Cog Load (2.13-2898-1,60.007,1.0.0.401,1,IC,-1057193573,Professional,2.0.10.353,2.0.10.353,12/5/2017,12/5/2017 19:18,14:18:40,2.0.10.248,2,,,,,,,?,2,1,2,,,,,,,,,1196,1013380,PANAS,,,,,,,,,BlockList,,,,,,,,,,,1,,,,,,,,,,,,,,PANAS01.bmp,,,,,,,,,,,1,1,1,3,21383,1034951,PANASProc,,,,,,,,,,,,PANASQuestions,,,,,,
